ID;CECO;OI;SUCURSAL;DEPARTAMENTO;MUNICIPIO;DIRECCION_SUCURSAL;TELEFONO_SUCURSAL;CORREO_SUCURSAL;NOMBRE_CONTACTO;TELEFONO_CONTACTO;CORREO_CONTACTO;Aseo;Cafeteria;Higienicos;EPP;Dotación;Maquinaria;ResPescado;Pollo
10254;;;Casa de la Sabiduría San David;11;11001;Calle 86 A Sur # 7 - 79 Este ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9911;;;122642-JINF-SDIS-RESO-PREGUNTARIO;11;11001;KR 19 G 67 21 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9925;;;102-JINF-SDIS-ESTRADA SATELITE-;11;11001;KR 68 G 67 A 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9948;;;90-JINF-SDIS-EL PORTAL-;11;11001;TV 124 18 A 79;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9951;;;CENTRO CRECER FONTIBON;11;11001;Calle 22 F N. 106 – 26;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9984;;;81-JINF-SDIS-PIO XII-;11;11001;KR 79 D 6 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
10019;;;Casa de la Sabiduría Caminos de Vida;11;11001;Calle 55 Sur # 79 C - 19;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
10020;;;Casa de la Sabiduría Andares;11;11001;KR 71 G 6 D 22;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
10023;;;224-AMAR-NA-MARTIRES II-;11;11001;Cra 15 No. 18 - 37 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9826;;;122619-JINF-SDIS-RESO-PEQUEÑOS GIGANTES-;11;11001;KR 89 52 B 61 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9827;;;122677 JINF SDIS NOC Pequeños Gigantes;11;11001;KR 89 52 B 61 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9828;;;196-JINF-SDIS-LAURELES-;11;11001;CL 73 SUR 81 B 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
10056;;;CENTRO DE AUTOCUIDADO PUENTE ARANDA ;11;11001;CARRERA 32 No. 12-35;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
3764;194;INS-0001;2IN SOLUTIONS S.A.S.;11;11001;CALLE 78 NO. 9-57 PISO 12;3208615540;compras@centroaseo.com;PATRICIA RODRIGUZ;0;compras@centroaseo.com;;;;;;;
9829;;;113373- CAMA CENTRO AMAR BOSA;11;11001;Cll 73 Sur # 92-21 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9830;;;120042-JINF-SDIS-ASOVIVIR-;11;11001;KR 80 I 71 C 10 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
9831;;;121193-JINF-SDIS-UBA RHUA ESPIR SEMILLA-;11;11001;KR 81 A 84 C 25 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;;
