ID;CECO;OI;SUCURSAL;DEPARTAMENTO;MUNICIPIO;DIRECCION_SUCURSAL;TELEFONO_SUCURSAL;CORREO_SUCURSAL;NOMBRE_CONTACTO;TELEFONO_CONTACTO;CORREO_CONTACTO;Aseo;Cafeteria;Higienicos;EPP;Dotación;Maquinaria;ResPescado;Pollo
8891;SDIS;122741;122741 JINF SDIS NOC Mundo Nuevo;11;11001;CL 2 SUR 12 90 COMPLEJO SAN JUAN DE DIOS;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9081;SDIS;122075;122075-JINF-SDIS-CLASS;11;11001;CL 57 B SUR 80 H 15;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8930;SDIS;122410;122410-JINF-SDIS-RESO-LA ESCUELITA ;11;11001;KR 81 G 73 44 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9066;SDIS;122080;122080-JINF-SDIS-PARAISO;11;11001;CL 39 SUR 89 C 37;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9093;SDIS;76;76-JINF-SDIS-DELICIAS-;11;11001;CLL 44 SUR  72 B 81;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9034;SDIS;122277;Casa de la Sabiduría Luz de Esperanza;11;11001;CL 63 L 124 38;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9284;SDIS;121635;121635-JINF-SDIS-SIMONCITO-;11;11001;KR 65 A 62 C 16 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9224;SDIS;25;25-JINF-SDIS-ATANASIO GIRARDOT-;11;11001;KR 1 A ESTE 1  F 06;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8950;SDIS;19;19-JINF-SDIS-SAN LUIS-;11;11001;CL 97 6 46 ESTE KM 5 VIA LA CALERA;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9222;SDIS;122353;Atención Sociosanitaria para Ciudadanas y Ciudadanos Habitantes de Calle Balcanes;11;11001;Calle 11 sur #1b10este ;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9221;SDIS;121606;Comedor Comunitario San Blas;11;11001;Kr 3 Este 18 A 53 Sur;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9220;SDIS;122779;122779 JINF SDIS NOCT Altos De Zuque;11;11001;CALLE 43 A BIS SUR N 17-44 Este;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9282;SDIS;176;176-JINF-SDIS-TUNJUELITO-;11;11001;CL 58 SUR 13 01;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9340;SDIS;122638;122638-JINF-SDIS-RESO-CHUNIZA ;11;11001;KR 9 84 A 82 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9109;SDIS;121799;Casa de la Sabiduría Caminos de Vida;11;11001;Calle 55 Sur # 79 C - 19;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9117;SDIS;121703;121703-JINF-SDIS-LOS MARTIRES PAYACUA;11;11001;KR 25 A 11 09;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9140;SDIS;239;239-JINF-SDIS-TRINIDAD GALAN-;11;11001;CL 4 B 59 80;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9098;SDIS;121732;121732-JINF-SDIS-LUCERNA;11;11001;CL 38 D SUR 72 Q 91;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8964;SDIS;122178;122178-JINF-SDIS-ALISO DEL MOCHUELO;11;11001;CL 91 C SUR # 18H-20;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8965;SDIS;122291;122291-JINF-SDIS-WOUNAAH CHAAIN JAU JEM DI BAUR DO;11;11001;KR 18 G 72 15 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8942;SDIS;121603;Comedor Comunitario Bosa;11;11001;Cl 65 Sur 78 C 38;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9137;SDIS;235;235-JINF-SDIS-ANTONIO NARIÐO-;11;11001;KR 59 17 60;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8937;SDIS;122092;122092-JINF-SDIS-LA ABEJA MAYA;11;11001;CL 57 N BIS SUR 75 B 26;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9172;SDIS;261;261-JINF-SDIS-SAN JORGE;11;11001;DG 45 B BIS 13 F 36 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9173;SDIS;267;CENTRO CRECER RAFAEL URIBE URIBE;11;11001;Calle 31Bsur # 23B-14;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9174;SDIS;121821;121821-JINF-SDIS-EL REPARADOR DE SUEÑOS;11;11001;DG 45 B BIS 13 F 36 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9341;SDIS;122652;122652 JINF SDIS NOC Chuniza;11;11001;KR 9 84 A 82 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8908;SDIS;122034;122034-JINF-SDIS-LA PIRAGUA;11;11001;CL 57 A SUR 92 A 30;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9008;SDIS;122352;Casa de la Sabiduría Las Acacias;11;11001;TRANSVERSAL 19 C 62 D 21 SUR;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9231;SDIS;121891;121891-JINF-SDIS-GOTICAS DE ROCIO;11;11001;CL 3 5 B 54 ESTE;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
8962;SDIS;122136;122136-JINF-SDIS-MANITAS;11;11001;CL 70 B SUR 18 J 33;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9018;SDIS;121802;121802-JINF-SDIS-RAYITO DE LUNA;11;11001;KR 69 K 73 90;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9010;SDIS;284;CENTRO CRECER VISTA HERMOSA;11;11001;Calle 69 K N. 18 H 19 Sur;6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
9313;SDIS;121365;121365-JINF-SDIS-EL VIRREY SEMILLAS AMBIKA PIJAO-;11;11001;KR 8 D 81 SUR 36 (NUEVA);6013808330;integracion@sdis.gov.co;SIN INFORMACIÓN;6013808330;integracion@sdis.gov.co;;;;;;;
